
Handles  NPM(K)    PM(K)      WS(K)     CPU(s)     Id  SI ProcessName                                                                                                                                                                       
-------  ------    -----      -----     ------     --  -- -----------                                                                                                                                                                       
   3580     183   171052     208068     338.91   6596   1 explorer                                                                                                                                                                          
   1880      67   148944     187276     297.19   7356   1 chrome                                                                                                                                                                            
    707      52   271692     165972     175.52    468   1 chrome                                                                                                                                                                            
   1192      87    50836      62828     156.14   2460   1 Steam                                                                                                                                                                             
    983    3008  3193764    1321312      92.20  11384   1 Three_Kingdoms                                                                                                                                                                    
    492      27    37112      46132      83.02  12268   1 chrome                                                                                                                                                                            
   1013      69   166736     192740      82.78   7268   1 chrome                                                                                                                                                                            
    788      41    44856      33972      56.75   6296   1 NVIDIA Share                                                                                                                                                                      
    420      34    58936      86384      48.08  12076   1 chrome                                                                                                                                                                            
   1593     117   156832     191940      45.23   8060   1 SearchUI                                                                                                                                                                          
    498      98    54728      57372      41.36   5980   1 nvcontainer                                                                                                                                                                       
    338      35    74076      78832      33.30   5808   1 NVIDIA Share                                                                                                                                                                      
    371      34    66256      95928      31.45  13536   1 chrome                                                                                                                                                                            
    383      29    37076      67496      28.09  11592   1 chrome                                                                                                                                                                            
    422      21     7452      11784      19.70   5972   1 nvcontainer                                                                                                                                                                       
    425      30    35052      55440      16.64   7672   1 OpenHardwareMonitor                                                                                                                                                               
    696      18     8096      19828      11.81   6004   1 sihost                                                                                                                                                                            
    254      15    13228      23244      11.09   4060   1 conhost                                                                                                                                                                           
   1102      44    51964      78528      10.16   7752   1 ShellExperienceHost                                                                                                                                                               
    590      35    88296      75388       8.77    788   1 steamwebhelper                                                                                                                                                                    
